Home_club,Away_club,Stadium,Tournament,Match_date,Match_time,Match fixed,Ticket only discount,Cat 1 quantitiy,Cat 1 price,Cat 2 quantity,Cat 2 price,Cat 3 quantity,Cat 3 price,Cat 4 quantity,Cat 4 price,Hotel price,Package,Description_English,available_before_days,id
Brentford,Aston Villa,Brentford Community Stadium,Premier League,22-4-2023,15:00,0,0,4,195,4,165,,,,,,0,"We offer tickets Brentford vs. Aston Villa at Brentford Community Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,74
Brentford,Nottingham Forest,Brentford Community Stadium,Premier League,29-4-2023,15:00,0,0,4,215,4,175,,,,,,0,"We offer tickets Brentford vs. Nottingham Forest at Brentford Community Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,75
Brentford,West Ham United,Brentford Community Stadium,Premier League,13-5-2023,15:00,0,0,4,255,4,195,,,,,,0,"We offer tickets Brentford vs. West Ham United at Brentford Community Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,76
Brentford,Manchester City,Brentford Community Stadium,Premier League,28-5-2023,16:00,0,0,4,355,4,295,,,,,,0,"We offer tickets Brentford vs. Manchester City at Brentford Community Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,77
Brighton & Hove Albion,Newcastle United,Amex Stadium,Premier League,13-8-2022,15:00,1,0,4,125,4,95,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Newcastle United at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,78
Brighton & Hove Albion,Leeds United,Amex Stadium,Premier League,27-8-2022,15:00,1,0,4,155,4,125,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Leeds United at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,79
Brighton & Hove Albion,Leicester City,Amex Stadium,Premier League,4-9-2022,14:00,1,0,4,125,4,95,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Leicester City at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,80
Brighton & Hove Albion,Crystal Palace,Amex Stadium,Premier League,17-9-2022,15:00,1,0,4,165,4,135,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Crystal Palace at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,81
Brighton & Hove Albion,Tottenham Hotspur,Amex Stadium,Premier League,8-10-2022,17:30,1,0,4,185,4,145,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Tottenham Hotspur at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,82
Brighton & Hove Albion,Nottingham Forest,Amex Stadium,Premier League,18-10-2022,19:30,1,0,4,135,4,105,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Nottingham Forest at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,83
Brighton & Hove Albion,Chelsea,Amex Stadium,Premier League,29-10-2022,15:00,1,0,2,0,2,0,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Chelsea at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,84
Brighton & Hove Albion,Aston Villa,Amex Stadium,Premier League,13-11-2022,14:00,1,0,4,125,4,95,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Aston Villa at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,85
Brighton & Hove Albion,Arsenal,Amex Stadium,Premier League,31-12-2022,17:30,1,0,4,195,4,155,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Arsenal at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,86
Brighton & Hove Albion,Liverpool,Amex Stadium,Premier League,14-1-2023,15:00,1,0,4,275,4,225,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Liverpool at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,87
Brighton & Hove Albion,AFC Bournemouth,Amex Stadium,Premier League,4-2-2023,15:00,0,0,4,125,4,95,,,,,,0,"We offer tickets Brighton & Hove Albion vs. AFC Bournemouth at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,88
Brighton & Hove Albion,Fulham,Amex Stadium,Premier League,18-2-2023,15:00,0,0,4,125,4,95,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Fulham at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,89
Brighton & Hove Albion,West Ham United,Amex Stadium,Premier League,4-3-2023,15:00,0,0,4,155,4,125,,,,,,0,"We offer tickets Brighton & Hove Albion vs. West Ham United at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,90
Brighton & Hove Albion,Manchester United,Amex Stadium,Premier League,18-3-2023,15:00,0,0,4,275,4,225,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Manchester United at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,91
Brighton & Hove Albion,Brentford,Amex Stadium,Premier League,1-4-2023,15:00,0,0,4,125,4,95,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Brentford at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,92
Brighton & Hove Albion,Manchester City,Amex Stadium,Premier League,22-4-2023,15:00,0,0,4,215,4,175,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Manchester City at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,93
Brighton & Hove Albion,Wolverhampton Wanderers,Amex Stadium,Premier League,29-4-2023,15:00,0,0,4,145,4,115,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Wolverhampton Wanderers at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,94
Brighton & Hove Albion,Everton,Amex Stadium,Premier League,6-5-2023,15:00,0,0,4,155,4,125,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Everton at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,95
Brighton & Hove Albion,Southampton,Amex Stadium,Premier League,20-5-2023,15:00,0,0,4,155,4,125,,,,,,0,"We offer tickets Brighton & Hove Albion vs. Southampton at Amex Stadium. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,96
Chelsea,Tottenham Hotspur,Stamford Bridge,Premier League,14-8-2022,16:30,1,0,4,0,4,0,,,,,,0,"We offer tickets Chelsea vs. Tottenham Hotspur at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,97
Chelsea,Leicester City,Stamford Bridge,Premier League,27-8-2022,15:00,1,0,1,115,1,110,,,,,,0,"We offer tickets Chelsea vs. Leicester City at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,98
Chelsea,West Ham United,Stamford Bridge,Premier League,3-9-2022,15:00,1,0,8,165,8,135,,,,,,0,"We offer tickets Chelsea vs. West Ham United at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,99
Chelsea,Liverpool,Stamford Bridge,Premier League,18-9-2022,16:30,1,0,8,445,8,395,,,,,,0,"We offer tickets Chelsea vs. Liverpool at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,100
Chelsea,Wolverhampton Wanderers,Stamford Bridge,Premier League,8-10-2022,15:00,1,0,8,265,8,235,,,,,,0,"We offer tickets Chelsea vs. Wolverhampton Wanderers at Stamford Bridge. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,101
